city+country,Value,wmo,lat,long,place,db_max,wb_max,city,country
san luis potosí-soledad de graciano sánchez+mexico,1226690.0,,,,,,,,
mandalay+myanmar,1225546.0,,,,,,,,
vasai-virar city+india,1222390.0,,,,,,,,
guarulhos+brazil,1221979.0,,,,,,,,
liuzhou+china,1220392.0,590460,24.350,109.400,"LIUZHOU, CHINA",38.9,29.2,liuzhou,china
gaozhou+china,1219132.0,,,,,,,,
indianapolis+u.s.,1218919.0,724380,39.732,-86.279,"INDIANAPOLIS INTL, IN, USA",38.3,28.9,indianapolis,u.s.
fengcheng+china,1216412.0,,,,,,,,
torreón+mexico,1215817.0,,,,,,,,
gómez palacio+mexico,1215817.0,,,,,,,,
cixi+china,1214537.0,,,,,,,,
ruian+china,1207788.0,,,,,,,,
srinagar+india,1206419.0,,,,,,,,
lianjiang+china,1205764.0,,,,,,,,
qom+iran,1201158.0,,,,,,,,
huaian+china,1200679.0,,,,,,,,
varanasi+india,1198491.0,424790,25.452,82.859,"VARANASI, INDIA",46.4,32.6,varanasi,india
hiroshima+japan,1194034.0,477650,34.400,132.467,"HIROSHIMA, JAPAN",37.1,28.0,hiroshima,japan
kalyan+india,1193512.0,,,,,,,,
quanzhou+china,1192286.0,,,,,,,,
bazhong+china,1185862.0,,,,,,,,
ahwaz+iran,1184788.0,,,,,,,,
haicheng+china,1181130.0,,,,,,,,
xishan+china,1181073.0,,,,,,,,
leiyang+china,1180235.0,,,,,,,,
jingzhou+china,1177150.0,,,,,,,,
almaty+kazakhstan,1175208.0,368700,43.233,76.933,"ALMATY, KAZAKHSTAN",41.1,26.6,almaty,kazakhstan
aurangabad+india,1175116.0,430140,19.863,75.398,"AURANGABAD, INDIA",43.4,30.9,aurangabad,india
providence+u.s.,1174548.0,,,,,,,,
fuqing+china,1174540.0,,,,,,,,
samara+russian federation,1170485.0,,,,,,,,
allahabad+india,1168385.0,,,,,,,,
wahran+algeria,1165687.0,,,,,,,,
lufeng+china,1164767.0,,,,,,,,
dongtai+china,1164653.0,582510,32.850,120.283,"DONGTAI, CHINA",38.2,31.0,dongtai,china
yixing+china,1164275.0,,,,,,,,
mianyang+china,1162962.0,561960,31.450,104.733,"MIANYANG, CHINA",37.7,28.4,mianyang,china
wenling+china,1162783.0,,,,,,,,
leqing+china,1162765.0,,,,,,,,
dhanbad+india,1162472.0,,,,,,,,
nay pyi taw+myanmar,1160242.0,,,,,,,,
amritsar+india,1159227.0,420710,31.710,74.797,"AMRITSAR, INDIA",47.4,31.6,amritsar,india
chon buri+thailand,1158989.0,,,,,,,,
orlando+u.s.,1157431.0,722053,28.545,-81.333,"ORLANDO EXECUTIVE, FL, USA",37.9,29.5,orlando,u.s.
yushu+china,1155670.0,560290,33.017,97.017,"YUSHU, CHINA",28.6,16.5,yushu,china
ulsan+south korea,1154482.0,471520,35.593,129.352,"ULSAN, KOREA, REPUBLIC OF",37.7,28.3,ulsan,south korea
ulaanbaatar+mongolia,1154290.0,,,,,,,,
omsk+russian federation,1154116.0,286980,54.967,73.311,"OMSK, RUSSIAN FEDERATION",37.7,24.4,omsk,russian federation
chifeng+china,1153723.0,542180,42.300,118.833,"CHIFENG, CHINA",39.5,26.1,chifeng,china
rizhao+china,1148190.0,549450,35.433,119.533,"RIZHAO, CHINA",38.4,29.8,rizhao,china
tianshui+china,1146986.0,570060,34.583,105.750,"TIANSHUI, CHINA",38.3,24.9,tianshui,china
sofia+bulgaria,1145963.0,156140,42.695,23.406,"SOFIA, BULGARIA",40.4,25.0,sofia,bulgaria
huzhou+china,1145414.0,,,,,,,,
aguascalientes+mexico,1143729.0,,,,,,,,
kazan+russian federation,1143535.0,275950,55.606,49.279,"KAZAN, RUSSIAN FEDERATION",36.9,25.1,kazan,russian federation
vijayawada+india,1143232.0,,,,,,,,
valencia+spain,1137470.0,082840,39.489,-0.482,"VALENCIA, SPAIN",42.2,28.2,valencia,spain
chelyabinsk+russian federation,1130132.0,,,,,,,,
macheng+china,1129047.0,573990,31.133,114.950,"MACHENG, CHINA",39.8,30.0,macheng,china
wuxian+china,1128429.0,,,,,,,,
bijie+china,1128230.0,577070,27.300,105.233,"BIJIE, CHINA",34.1,24.5,bijie,china
yuzhou+china,1122669.0,,,,,,,,
navi mumbai+india,1120547.0,,,,,,,,
leshan+china,1120158.0,,,,,,,,
la matanza+argentina,1120088.0,,,,,,,,
tbilisi+georgia,1113800.0,,,,,,,,
santa cruz+bolivia,1113582.0,,,,,,,,
barranquilla+colombia,1112889.0,,,,,,,,
jimo+china,1111202.0,,,,,,,,
dublin+ireland,1110627.0,039690,53.421,-6.270,"DUBLIN, IRELAND",27.4,21.2,dublin,ireland
dingzhou+china,1107903.0,,,,,,,,
ciudad de panamá+panama,1107085.0,,,,,,,,
netzahualcóyotl+mexico,1104585.0,,,,,,,,
zoucheng+china,1101003.0,,,,,,,,
al-madinah+saudi arabia,1100093.0,,,,,,,,
anqiu+china,1096782.0,,,,,,,,
guangan+china,1093103.0,,,,,,,,
rostov-na-donu+russian federation,1089261.0,347310,47.250,39.817,"ROSTOV-NA-DONU, RUSSIAN FEDERATION",41.1,27.3,rostov-na-donu,russian federation
lilongwe+malawi,1087917.0,,,,,,,,
mexicali+mexico,1087478.0,,,,,,,,
birmingham+united kingdom,1085810.0,035340,52.454,-1.748,"BIRMINGHAM, UNITED KINGDOM",34.2,22.6,birmingham,united kingdom
ufa+russian federation,1084420.0,287220,54.558,55.874,"UFA, RUSSIAN FEDERATION",37.9,28.0,ufa,russian federation
samut prakan+thailand,1082993.0,,,,,,,,
sendai+japan,1082159.0,475900,38.267,140.900,"SENDAI, JAPAN",36.7,28.2,sendai,japan
shouguang+china,1081991.0,,,,,,,,
changzhou+china,1081845.0,,,,,,,,
jabalpur+india,1081677.0,426750,23.178,80.052,"JABALPUR, INDIA",46.9,29.9,jabalpur,india
arequipa+peru,1080635.0,847520,-16.341,-71.583,"AREQUIPA INTL, PERU",28.1,18.4,arequipa,peru
köln+germany,1080394.0,,,,,,,,
yerevan+armenia,1079732.0,,,,,,,,
haora+india,1077075.0,,,,,,,,
ranchi+india,1073427.0,,,,,,,,
zhuji+china,1070675.0,,,,,,,,
amsterdam+netherlands,1068724.0,,,,,,,,
campinas+brazil,1061540.0,,,,,,,,
cuernavaca+mexico,1059521.0,,,,,,,,
hanchuan+china,1057396.0,,,,,,,,
qidong+china,1057073.0,,,,,,,,
tunis+tunisia,1056247.0,,,,,,,,
jodhpur+india,1056191.0,423390,26.251,73.049,"JODHPUR, INDIA",46.9,30.6,jodhpur,india
freetown+sierra leone,1055964.0,,,,,,,,
gwalior+india,1054420.0,423610,26.293,78.228,"GWALIOR, INDIA",46.8,30.7,gwalior,india
zaoyang+china,1054374.0,572790,32.150,112.667,"ZAOYANG, CHINA",39.7,30.1,zaoyang,china
zhucheng+china,1053695.0,,,,,,,,
jiangdu+china,1053023.0,,,,,,,,
xiangcheng+china,1052468.0,,,,,,,,
zigong+china,1051384.0,,,,,,,,
coimbatore+india,1050721.0,433210,11.031,77.044,"COIMBATORE INTL, INDIA",39.7,29.4,coimbatore,india
beiliu+china,1049035.0,,,,,,,,
gongzhuling+china,1041735.0,,,,,,,,
sakon sakhon+thailand,1040766.0,,,,,,,,
soledad de graciano sanchez+mexico,1040443.0,,,,,,,,
ottawa+canada,1040346.0,716280,45.320,-75.670,"OTTAWA INTL, ON, CANADA",36.9,27.2,ottawa,canada
lille+france,1039397.0,,,,,,,,
qinzhou+china,1035504.0,596320,21.950,108.617,"QINZHOU, CHINA",37.7,29.9,qinzhou,china
raipur+india,1027264.0,428740,21.233,81.650,"RAIPUR, INDIA",47.2,29.9,raipur,india
niamey+niger,1026848.0,,,,,,,,
shubra-el-khema+egypt,1025569.0,,,,,,,,
mendoza+argentina,1025406.682,,,,,,,,
ezhou+china,1023285.0,,,,,,,,
zhongxiang+china,1021998.0,573780,31.167,112.567,"ZHONGXIANG, CHINA",38.1,30.6,zhongxiang,china
volgograd+russian federation,1021215.0,,,,,,,,
madurai+india,1017865.0,,,,,,,,
ziyang+china,1016034.0,,,,,,,,
islamabad+pakistan,1014825.0,,,,,,,,
mudanjiang+china,1014206.0,540940,44.500,129.667,"MUDANJIANG, CHINA",37.0,26.4,mudanjiang,china
new orleans+u.s.,1009283.0,,,,,,,,
huazhou+china,1007796.0,,,,,,,,
krasnoyarsk+russian federation,1007654.0,295740,56.000,92.883,"KRASNOYARSK, RUSSIAN FEDERATION",35.4,25.9,krasnoyarsk,russian federation
perm+russian federation,1007285.0,,,,,,,,
rotterdam+netherlands,1003088.0,,,,,,,,
kota+india,1001694.0,424520,25.160,75.846,"KOTA, INDIA",47.9,31.3,kota,india
quetta+pakistan,1001205.0,,,,,,,,
sao gonçalo+brazil,998999.0,,,,,,,,
saltillo+mexico,997913.0,,,,,,,,
lianyuan+china,996893.0,,,,,,,,
tegucigalpa+honduras,996658.0303,,,,,,,,
liupanshui+china,995055.0,,,,,,,,
chihuahua+mexico,994642.0,,,,,,,,
odessa+ukraine,993831.0,,,,,,,,
kaduna+nigeria,993642.0,,,,,,,,
dnepropetrovsk+ukraine,992812.0,345040,48.600,34.967,"DNEPROPETROVSK, UKRAINE",41.2,27.2,dnepropetrovsk,ukraine
qianjiang+china,992438.0,,,,,,,,
bishkek+kyrgyzstan,991257.0,383530,42.850,74.533,"BISHKEK, KYRGYZSTAN",41.2,27.9,bishkek,kyrgyzstan
yongchuan+china,984730.0,,,,,,,,
sevilla+spain,984092.0,083910,37.418,-5.893,"SEVILLA, SPAIN",45.9,28.9,sevilla,spain
linzhou+china,982254.0,,,,,,,,
tampico+mexico,980454.0,765493,22.296,-97.866,"TAMPICO INTL, MEXICO",43.3,32.5,tampico,mexico
benxi+china,980069.0,543460,41.317,123.783,"BENXI, CHINA",36.9,27.3,benxi,china
zhangqiu+china,977324.0,,,,,,,,
buffalo+u.s.,976703.0,726627,45.604,-103.546,"BUFFALO, SD, USA",44.2,24.9,buffalo,u.s.
yongzhou+china,976539.0,,,,,,,,
kathmandu+nepal,975453.0,,,,,,,,
voronezh+russian federation,975373.0,341230,51.700,39.217,"VORONEZH, RUSSIAN FEDERATION",38.6,26.6,voronezh,russian federation
memphis+u.s.,972091.0,723340,35.056,-89.987,"MEMPHIS INTL, TN, USA",40.7,29.0,memphis,u.s.
chiba+japan,971882.0,476820,35.600,140.100,"CHIBA, JAPAN",37.7,28.5,chiba,japan
monrovia+liberia,970824.0,,,,,,,,
chandigarh+india,970602.0,,,,,,,,
trujillo+peru,970016.0,,,,,,,,
morelia+mexico,967890.0,,,,,,,,
chiang mai+thailand,967020.0,483270,18.767,98.963,"CHIANG MAI INTL, THAILAND",41.8,29.9,chiang mai,thailand
santo domingo+dominican republic,965040.0,784860,18.433,-69.883,"SANTO DOMINGO, DOMINICAN REPUBLIC",38.8,30.3,santo domingo,dominican republic
culiacán rosales+mexico,962871.0,,,,,,,,
napoli+italy,962666.0,,,,,,,,
guwahati+india,962334.0,424100,26.106,91.586,"GUWAHATI INTL, INDIA",39.5,30.9,guwahati,india
kitakyushu+japan,961286.0,,,,,,,,
sao luís+brazil,958545.0,,,,,,,,
nouakchott+mauritania,958399.0,614420,18.098,-15.948,"NOUAKCHOTT, MAURITANIA",46.8,32.7,nouakchott,mauritania
johannesburg+south africa,957441.0,683680,-26.139,28.246,"JOHANNESBURG INTL, SOUTH AFRICA",32.9,22.5,johannesburg,south africa
zhangjiagang+china,957223.0,,,,,,,,
veracruz+mexico,956463.0,766913,19.146,-96.187,"VERACRUZ INTL, MEXICO",42.6,32.5,veracruz,mexico
wafangdian+china,956063.0,,,,,,,,
xianyang+china,953860.0,570360,34.447,108.752,"XIANYANG, CHINA",41.3,29.7,xianyang,china
solapur+india,951558.0,431170,17.628,75.935,"SOLAPUR, INDIA",44.5,30.9,solapur,india
bogor+indonesia,950334.0,,,,,,,,
liaocheng+china,950319.0,,,,,,,,
taishan+china,948716.0,588530,27.000,120.700,"TAISHAN, CHINA",34.7,28.5,taishan,china
linhai+china,948618.0,586600,28.850,121.133,"LINHAI, CHINA",41.1,30.3,linhai,china
feicheng+china,948602.0,,,,,,,,
toulouse+france,948433.0,,,,,,,,
suwon+south korea,946704.0,471190,37.267,126.983,"SUWON, KOREA, REPUBLIC OF",36.7,30.5,suwon,south korea
kermanshah+iran,946651.0,,,,,,,,
wuwei+china,946506.0,,,,,,,,
hermosillo+mexico,946054.0,761600,29.096,-111.048,"HERMOSILLO INTL, MEXICO",48.6,31.5,hermosillo,mexico
batam+indonesia,944285.0,,,,,,,,
hubli-dharwad+india,943788.0,,,,,,,,
nice+france,943354.0,,,,,,,,
haimen+china,942952.0,,,,,,,,
cuidad de guatemala+guatemala,942348.0,,,,,,,,
pikine+senegal,941245.0,,,,,,,,
mombasa+kenya,938131.0,638200,-4.035,39.594,"MOMBASA INTL, KENYA",38.2,31.6,mombasa,kenya
liling+china,934396.0,,,,,,,,
xinhui+china,932425.0,,,,,,,,
maceió+brazil,932078.0,,,,,,,,
durg-bhilai nagar+india,927864.0,,,,,,,,
donets'k+ukraine,926086.0,,,,,,,,
ruzhou+china,923245.0,,,,,,,,
cebu+philippines,922611.0,,,,,,,,
mysore+india,920550.0,,,,,,,,
acapulco+mexico,919726.0,768056,16.757,-99.754,"ACAPULCO INTL, MEXICO",38.0,30.5,acapulco,mexico
yulin+china,918229.0,536460,38.267,109.783,"YULIN, CHINA",39.4,24.8,yulin,china
seongnam+south korea,914590.0,,,,,,,,
yueyang+china,912993.0,575840,29.383,113.083,"YUEYANG, CHINA",37.8,31.5,yueyang,china
yiwu+china,912670.0,521180,43.267,94.700,"YIWU, CHINA",31.4,22.5,yiwu,china
jixi+china,910782.0,509780,45.300,130.917,"JIXI, CHINA",36.8,26.8,jixi,china
jerusalem+israel,910370.0,,,,,,,,
managua+nicaragua,908892.0,787410,12.141,-86.168,"MANAGUA INTL, NICARAGUA",37.9,29.3,managua,nicaragua
xinyi+china,907978.0,594560,22.350,110.933,"XINYI, CHINA",37.8,29.4,xinyi,china
guangyuan+china,905057.0,,,,,,,,
bareilly+india,904797.0,,,,,,,,
bordeaux+france,904359.0,,,,,,,,
soweto+south africa,904165.0,,,,,,,,
zhangjiakou+china,903348.0,544010,40.783,114.883,"ZHANGJIAKOU, CHINA",39.3,26.4,zhangjiakou,china
ad-dammam+saudi arabia,903312.0,,,,,,,,
baoding+china,902496.0,546020,38.733,115.483,"BAODING, CHINA",41.1,29.9,baoding,china
austin+u.s.,901920.0,727566,43.665,-92.933,"AUSTIN MUNICIPAL, MN, USA",38.1,30.4,austin,u.s.
huludao+china,900936.0,,,,,,,,
pingdingshan+china,900903.0,,,,,,,,
tucumán-tafí viejo+argentina,900677.2575,,,,,,,,
tuxtla gutiérrez+mexico,900234.0,,,,,,,,
zengcheng+china,899644.0,,,,,,,,
pakanbaru+indonesia,897767.0,,,,,,,,
laiyang+china,897681.0,,,,,,,,
cartagena+colombia,895400.0,,,,,,,,
la plata+argentina,895110.0962,,,,,,,,
qingzhou+china,894468.0,,,,,,,,
santo domingo east+dominican republic,891952.0,,,,,,,,
laizhou+china,889361.0,,,,,,,,
bridgeport+u.s.,888890.0,,,,,,,,
villahermosa+mexico,888867.0,,,,,,,,
weinan+china,888866.0,,,,,,,,
wuchang+china,888782.0,,,,,,,,
valencia+venezuela,888109.0,,,,,,,,
moradabad+india,887871.0,,,,,,,,
salt lake city+u.s.,887650.0,,,,,,,,
gurgaon+india,886519.0,,,,,,,,
guangshui+china,885936.0,,,,,,,,
bhubaneswar town+india,885363.0,,,,,,,,
gaizhou+china,883811.0,,,,,,,,
göteborg+sweden,883764.0,,,,,,,,
xiaogan+china,883123.0,,,,,,,,
jacksonville+u.s.,882295.0,722060,30.495,-81.694,"JACKSONVILLE INTL, FL, USA",38.9,28.5,jacksonville,u.s.
jiaxing+china,881923.0,,,,,,,,
bandar lampung+indonesia,881801.0,,,,,,,,
barquisimeto+venezuela,881127.0,,,,,,,,
zhuzhou+china,879996.0,,,,,,,,
tyneside+united kingdom,879996.0,,,,,,,,
torino+italy,879110.5,,,,,,,,
hengyang+china,879051.0,,,,,,,,
dehui+china,878349.0,,,,,,,,
honghu+china,877775.0,,,,,,,,
ciudad guayana+venezuela,877547.0,,,,,,,,
danyang+china,877232.0,,,,,,,,
callao+peru,876877.0,,,,,,,,
jiutepec+mexico,876083.0,,,,,,,,
aligarh+india,874408.0,,,,,,,,
daye+china,873859.0,,,,,,,,
xingning+china,871507.0,,,,,,,,
xiangfan+china,871388.0,,,,,,,,
jalandhar+india,868929.0,,,,,,,,
cancún+mexico,867768.0,,,,,,,,
luoding+china,866190.0,,,,,,,,
louisville+u.s.,863582.0,724230,38.181,-85.739,"LOUISVILLE INTL, KY, USA",40.3,28.7,louisville,u.s.
huiyang+china,862822.0,,,,,,,,
zamboanga+philippines,861799.0,988360,6.922,122.060,"ZAMBOANGA INTL, PHILIPPINES",38.5,30.7,zamboanga,philippines
jiangyan+china,861321.0,,,,,,,,
krasnodar+russian federation,861181.0,349290,45.035,39.171,"KRASNODAR, RUSSIAN FEDERATION",41.1,28.0,krasnodar,russian federation
chenghai+china,860003.0,,,,,,,,
jiamusi+china,859944.0,,,,,,,,
songzi+china,859941.0,,,,,,,,
ciudad madero+mexico,859419.0,,,,,,,,
kigali+rwanda,859332.0,,,,,,,,
wujiang+china,857104.0,,,,,,,,
stif+algeria,856457.0,,,,,,,,
xining+china,854466.0,528660,36.617,101.767,"XINING, CHINA",34.6,21.6,xining,china
fort worth+u.s.,854113.0,,,,,,,,
yuyao+china,852719.0,,,,,,,,
duque de caxias+brazil,852138.0,,,,,,,,
hartford+u.s.,851535.0,,,,,,,,
hezhou+china,850023.0,,,,,,,,
jiangyou+china,849761.0,,,,,,,,
tiruchirappalli+india,847387.0,433440,10.765,78.710,"TIRUCHIRAPPALLI, INDIA",42.3,32.2,tiruchirappalli,india
baoshan+china,846865.0,567480,25.117,99.183,"BAOSHAN, CHINA",32.3,22.8,baoshan,china
winnipeg+canada,844566.0,718520,49.910,-97.240,"WINNIPEG INTL, MB, CANADA",37.3,27.9,winnipeg,canada
ankang+china,843426.0,572450,32.717,109.033,"ANKANG, CHINA",41.7,29.7,ankang,china
gaomi+china,842403.0,,,,,,,,
yangchun+china,840581.0,,,,,,,,
lome+togo,839566.0,,,,,,,,
sakai+japan,839310.0,477420,35.550,133.233,"SAKAI, JAPAN",37.2,27.9,sakai,japan
saratov+russian federation,837900.0,,,,,,,,
danzhou+china,835465.0,,,,,,,,
zhuanghe+china,835062.0,,,,,,,,
zhuhai+china,833908.0,,,,,,,,
padang+indonesia,833562.0,,,,,,,,
zhaodong+china,832657.0,,,,,,,,
haikou+china,830192.0,597580,20.000,110.250,"HAIKOU, CHINA",39.1,29.7,haikou,china
salem+india,829267.0,,,,,,,,
jiaonan+china,827771.0,,,,,,,,
klang+malaysia,826433.0,,,,,,,,
el djelfa+algeria,825411.0,,,,,,,,
québec+canada,824411.0,,,,,,,,
xuancheng+china,822707.0,,,,,,,,
wuchuan+china,822482.0,,,,,,,,
malang+indonesia,820243.0,,,,,,,,
reynosa-río bravo+mexico,819876.0,,,,,,,,
yuhang+china,817715.0,,,,,,,,
xalapa+mexico,817501.0,766870,19.550,-96.917,"XALAPA, MEXICO",38.2,27.3,xalapa,mexico
qinhuangdao+china,817487.0,,,,,,,,
longhai+china,816318.0,,,,,,,,
liverpool+united kingdom,816216.0,,,,,,,,
yanshi+china,816026.0,,,,,,,,
yichun+china,814016.0,577930,27.800,114.383,"YICHUN, CHINA",39.7,29.2,yichun,china
yingde+china,810446.0,,,,,,,,
niigata+japan,810157.0,476040,37.900,139.017,"NIIGATA, JAPAN",37.9,28.0,niigata,japan
mb johor bahru+malaysia,809887.0,,,,,,,,
bengbu+china,809399.0,582210,32.850,117.300,"BENGBU, CHINA",39.6,30.7,bengbu,china
mira bhayandar+india,809378.0,,,,,,,,
yibin+china,809099.0,564920,28.800,104.600,"YIBIN, CHINA",39.4,30.0,yibin,china
xiangxiang+china,807718.0,,,,,,,,
yinchuan+china,807487.0,536140,38.483,106.217,"YINCHUAN, CHINA",38.0,26.1,yinchuan,china
taguig+philippines,804915.0,,,,,,,,
guilin+china,804571.0,,,,,,,,
natal+brazil,803739.0,,,,,,,,
valparaíso+chile,803683.0,,,,,,,,
songkhla+thailand,800970.0,485680,7.187,100.608,"SONGKHLA, THAILAND",38.5,30.9,songkhla,thailand
suihua+china,800207.0,,,,,,,,
jiutai+china,799729.0,,,,,,,,
chiclayo+peru,799675.0,844520,-6.787,-79.828,"CHICLAYO INTL, PERU",36.5,28.8,chiclayo,peru
meishan+china,799309.0,,,,,,,,
hamamatsu+japan,797980.0,476540,34.750,137.717,"HAMAMATSU, JAPAN",38.5,28.8,hamamatsu,japan
gaoyou+china,797752.0,,,,,,,,
nonthaburi+thailand,797739.0,,,,,,,,
kaifeng+china,796171.0,,,,,,,,
changning+china,795223.0,,,,,,,,
hamilton+canada,794716.0,712630,43.170,-79.940,"HAMILTON INTL, ON, CANADA",36.7,28.2,hamilton,canada
tongliao+china,793913.0,541350,43.600,122.267,"TONGLIAO, CHINA",38.7,28.3,tongliao,china
naucalpan de juárez+mexico,792211.0,,,,,,,,
zagreb+croatia,790017.0,,,,,,,,
la paz+bolivia,789585.0,,,,,,,,
dongying+china,788844.0,,,,,,,,
denpasar+indonesia,788589.0,,,,,,,,
gaoan+china,788329.0,,,,,,,,
thiruvananthapuram+india,788271.0,433710,8.483,76.950,"THIRUVANANTHAPURAM, INDIA",39.2,30.2,thiruvananthapuram,india
langzhong+china,787809.0,573060,31.583,105.967,"LANGZHONG, CHINA",39.9,29.5,langzhong,china
nova iguaçu+brazil,787563.0,,,,,,,,
lichuan+china,786984.0,,,,,,,,
jiaozhou+china,783478.0,,,,,,,,
celaya+mexico,782248.0,,,,,,,,
dandong+china,780414.0,544970,40.050,124.333,"DANDONG, CHINA",34.7,28.7,dandong,china
xinmi+china,779014.0,,,,,,,,
chaohu+china,778864.0,,,,,,,,
xinyu+china,778391.0,,,,,,,,
gongyi+china,777202.0,,,,,,,,
huixian+china,776326.0,,,,,,,,
campo grande+brazil,776242.0,,,,,,,,
xinxiang+china,775941.0,,,,,,,,
port elizabeth+south africa,775255.0,688420,-33.985,25.617,"PORT ELIZABETH INTL, SOUTH AFRICA",39.7,25.9,port elizabeth,south africa
zaporozhye+ukraine,772599.0,,,,,,,,
murcia+spain,772211.0,084300,38.000,-1.167,"MURCIA, SPAIN",43.6,28.9,murcia,spain
nantong+china,771386.0,,,,,,,,
pengzhou+china,770749.0,,,,,,,,
dushanbe+tajikistan,770027.0,388360,38.543,68.825,"DUSHANBE, TAJIKISTAN",42.3,26.3,dushanbe,tajikistan
mississauga+canada,769050.0,,,,,,,,
anyang+china,768992.0,538980,36.050,114.133,"ANYANG, CHINA",41.4,30.6,anyang,china
renqiu+china,768900.0,,,,,,,,
foshan+china,768656.0,,,,,,,,
batna+algeria,768444.0,604680,35.750,6.317,"BATNA, ALGERIA",44.0,26.3,batna,algeria
teresina+brazil,767559.0,825790,-5.060,-42.823,"TERESINA AP, BRAZIL",42.2,31.5,teresina,brazil
anshun+china,767307.0,,,,,,,,
goyang+south korea,763971.0,,,,,,,,
kraków+poland,762776.0,,,,,,,,
benin city+nigeria,762719.0,,,,,,,,
bucheon+south korea,761389.0,,,,,,,,
charlotte+u.s.,758927.0,,,,,,,,
gaocheng+china,758269.0,,,,,,,,
pulandian+china,757844.0,,,,,,,,
hejian+china,757581.0,,,,,,,,
pathum thani+thailand,757175.0,,,,,,,,
dafeng+china,756766.0,,,,,,,,
enshi+china,755725.0,574470,30.283,109.467,"ENSHI, CHINA",39.1,28.3,enshi,china
pasig+philippines,755300.0,,,,,,,,
dongyang+china,753094.0,,,,,,,,
sao bernardo do campo+brazil,752658.0,,,,,,,,
kunshan+china,750074.0,,,,,,,,
lviv+ukraine,750044.0,333930,49.813,23.956,"LVIV INTL, UKRAINE",34.9,24.7,lviv,ukraine
nashville-davidson+u.s.,749935.0,,,,,,,,
port said+egypt,749371.0,623330,31.267,32.300,"PORT SAID, EGYPT",40.0,30.3,port said,egypt
shuangcheng+china,749182.0,,,,,,,,
jiaozuo+china,747299.0,,,,,,,,
oklahoma city+u.s.,747003.0,,,,,,,,
frankfurt am main+germany,746878.0,106370,50.026,8.543,"FRANKFURT AM MAIN, GERMANY",37.7,23.9,frankfurt am main,germany
pretoria+south africa,741651.0,682620,-25.733,28.183,"PRETORIA, SOUTH AFRICA",37.6,23.8,pretoria,south africa
huaibei+china,741195.0,,,,,,,,
liyang+china,740871.0,583450,31.433,119.483,"LIYANG, CHINA",39.6,31.9,liyang,china
kumamoto+japan,740822.0,478190,32.817,130.700,"KUMAMOTO, JAPAN",38.0,28.3,kumamoto,japan
orumiyeh+iran,736224.0,,,,,,,,
rongcheng+china,732147.0,,,,,,,,
cenxi+china,731623.0,,,,,,,,
leping+china,729639.0,,,,,,,,
laixi+china,728796.0,,,,,,,,
liaoyang+china,728492.0,,,,,,,,
suez+egypt,728180.0,,,,,,,,
zhaotong+china,727959.0,565860,27.333,103.750,"ZHAOTONG, CHINA",32.5,22.2,zhaotong,china
samarinda+indonesia,727500.0,,,,,,,,
chisinau+republic of moldova,726075.0,,,,,,,,
linfen+china,724403.0,,,,,,,,
lingbao+china,722890.0,,,,,,,,
shangyu+china,722523.0,,,,,,,,
joao pessoa+brazil,720954.0,,,,,,,,
sagamihara+japan,720780.0,,,,,,,,
tucson+u.s.,720425.0,,,,,,,,
wuan+china,720196.0,,,,,,,,
hailun+china,720008.0,507560,47.450,126.867,"HAILUN, CHINA",36.9,26.6,hailun,china
tolyatti+russian federation,719632.0,,,,,,,,
xingyi+china,719605.0,,,,,,,,
el boulaïda+algeria,719515.0,,,,,,,,
okayama+japan,719474.0,477680,34.667,133.917,"OKAYAMA, JAPAN",38.1,28.0,okayama,japan
wuxue+china,719426.0,,,,,,,,
antwerpen+belgium,718730.0,,,,,,,,
subang jaya+malaysia,718213.0,,,,,,,,
urban honolulu+u.s.,718182.0,,,,,,,,
qacentina+algeria,717646.0,,,,,,,,
zhoushan+china,715685.0,,,,,,,,
langfang+china,715388.0,,,,,,,,
dashiqiao+china,714670.0,,,,,,,,
tongxiang+china,713399.0,,,,,,,,
yichang+china,712738.0,574610,30.733,111.367,"YICHANG, CHINA",39.8,31.6,yichang,china
yangzhou+china,711993.0,,,,,,,,
doha+qatar,711000.0,411700,25.261,51.565,"DOHA INTL, QATAR",48.9,33.3,doha,qatar
bhiwandi+india,709665.0,,,,,,,,
xiangtan+china,707783.0,,,,,,,,
saharanpur+india,705478.0,,,,,,,,
shizuoka+japan,704989.0,476560,34.983,138.400,"SHIZUOKA, JAPAN",37.9,28.1,shizuoka,japan
warangal+india,704570.0,,,,,,,,
libreville+gabon,703939.0,645000,0.459,9.412,"LIBREVILLE INTL, GABON",36.0,31.3,libreville,gabon
dayton+u.s.,703444.0,,,,,,,,
port harcourt+nigeria,703421.0,,,,,,,,
khon kaen+thailand,703123.0,483810,16.467,102.784,"KHON KAEN, THAILAND",42.3,29.9,khon kaen,thailand
makhachkala+russian federation,701753.0,374720,43.000,47.500,"MAKHACHKALA, RUSSIAN FEDERATION",39.0,28.8,makhachkala,russian federation
yuanjiang+china,700236.0,569660,23.600,101.983,"YUANJIANG, CHINA",42.1,28.7,yuanjiang,china
oaxaca+mexico,698811.0,,,,,,,,
vientiane+lao people's democratic republic,698318.0,,,,,,,,
yingko+china,698059.0,,,,,,,,
wuhu+china,697197.0,,,,,,,,
brampton+canada,696975.0,,,,,,,,
zhenjiang+china,695663.0,,,,,,,,
victoria de durango+mexico,695597.0,,,,,,,,
